,src,tgt
167,2180 7809 2796 232 4973 8223 1406 572 6716 8503 9580 7068 1529 6238 1481 6136 9124 6530 4754 792,2180 7809 2796 232 4973 8223 1406 572 6716 8503 9580 7068 1529 6238 1481 6136 9124 6530 4754 792
168,3668 1328 920 8079 3344 4333 6080 4228 4262 5255 7197 7158 6303 8412 8860 4536 4538 1083 6923 1872,3668 1328 920 8079 3344 4333 6080 4228 4262 5255 7197 7158 6303 8412 8860 4536 4538 1083 6923 1872
169,7158 6864 9953 9474 7727 7912 368 2710 5601 3049 8951 6473 6242 1163 780 8571 3495 2613 9378 8427,7158 6864 9953 9474 7727 7912 368 2710 5601 3049 8951 6473 6242 1163 780 8571 3495 2613 9378 8427
170,5704 194 3630 456 6205 492 5681 26 819 5073 7581 4179 4786 7597 7194 6007 8789 9675 8281 8605,5704 194 3630 456 6205 492 5681 26 819 5073 7581 4179 4786 7597 7194 6007 8789 9675 8281 8605
171,4516 8162 6737 1223 357 6497 6166 1683 7227 9345 8225 2552 9771 2509 8894 3211 7320 1822 9779 663,4516 8162 6737 1223 357 6497 6166 1683 7227 9345 8225 2552 9771 2509 8894 3211 7320 1822 9779 663
172,8475 3629 2662 7541 9516 555 7504 5285 5636 603 5814 8997 173 5494 9947 9115 3435 2832 4615 580,8475 3629 2662 7541 9516 555 7504 5285 5636 603 5814 8997 173 5494 9947 9115 3435 2832 4615 580
173,4052 5109 4835 6234 4586 1113 7126 3025 5497 8287 113 8049 2058 4308 5402 8151 2737 2852 298 6017,4052 5109 4835 6234 4586 1113 7126 3025 5497 8287 113 8049 2058 4308 5402 8151 2737 2852 298 6017
174,5463 985 1661 9014 1784 661 7006 7945 5834 4265 6927 500 8650 7631 7691 9698 898 8317 9061 8748,5463 985 1661 9014 1784 661 7006 7945 5834 4265 6927 500 8650 7631 7691 9698 898 8317 9061 8748
175,4838 9207 7762 5020 5006 2245 2169 3337 3568 2677 625 3182 3216 114 643 1237 7930 3840 9910 5936,4838 9207 7762 5020 5006 2245 2169 3337 3568 2677 625 3182 3216 114 643 1237 7930 3840 9910 5936
176,1906 8201 7540 3017 595 5568 5449 6024 6649 913 3347 167 3186 3300 8304 4075 9855 1355 8397 8417,1906 8201 7540 3017 595 5568 5449 6024 6649 913 3347 167 3186 3300 8304 4075 9855 1355 8397 8417
177,1000 8227 4851 2705 9765 9164 924 234 5923 1881 1482 6647 106 8468 282 6625 5445 1202 1617 3459,1000 8227 4851 2705 9765 9164 924 234 5923 1881 1482 6647 106 8468 282 6625 5445 1202 1617 3459
178,8960 630 5270 2613 8194 2471 6791 4935 7127 1010 2855 1844 6610 4257 8115 8713 9808 3365 9733 482,8960 630 5270 2613 8194 2471 6791 4935 7127 1010 2855 1844 6610 4257 8115 8713 9808 3365 9733 482
179,1781 5347 7691 4605 6323 7221 481 5684 3780 7086 4289 9549 8765 4746 7268 4276 5512 3616 9208 4304,1781 5347 7691 4605 6323 7221 481 5684 3780 7086 4289 9549 8765 4746 7268 4276 5512 3616 9208 4304
180,5306 3122 5399 4595 441 7856 3436 4648 8855 3836 8425 9175 768 6728 5859 6061 7154 4332 5660 4373,5306 3122 5399 4595 441 7856 3436 4648 8855 3836 8425 9175 768 6728 5859 6061 7154 4332 5660 4373
181,1738 1124 9252 5104 9701 6756 5402 9860 295 6663 5894 9349 974 7371 6128 9217 7081 1897 4180 2353,1738 1124 9252 5104 9701 6756 5402 9860 295 6663 5894 9349 974 7371 6128 9217 7081 1897 4180 2353
182,826 135 2320 1581 2536 4522 8041 9781 5900 9797 2574 7706 4390 5880 6595 477 3191 596 6203 7531,826 135 2320 1581 2536 4522 8041 9781 5900 9797 2574 7706 4390 5880 6595 477 3191 596 6203 7531
183,4962 1608 5862 189 8461 3711 2107 2225 5824 3056 3586 2795 1738 7094 1433 8270 3537 3068 6720 224,4962 1608 5862 189 8461 3711 2107 2225 5824 3056 3586 2795 1738 7094 1433 8270 3537 3068 6720 224
184,2517 26 6256 2399 9411 7211 7032 2327 1487 4261 1276 3493 1194 3011 2342 4507 3679 9310 7571 4102,2517 26 6256 2399 9411 7211 7032 2327 1487 4261 1276 3493 1194 3011 2342 4507 3679 9310 7571 4102
185,8398 372 6802 929 8964 2932 3535 4942 4344 4766 4392 2727 7600 9054 9165 1576 3393 4660 4269 3405,8398 372 6802 929 8964 2932 3535 4942 4344 4766 4392 2727 7600 9054 9165 1576 3393 4660 4269 3405
186,469 3116 8557 6881 8232 1604 1845 3480 3923 7369 7007 6924 9696 7220 5313 7905 7205 8454 8971 3853,469 3116 8557 6881 8232 1604 1845 3480 3923 7369 7007 6924 9696 7220 5313 7905 7205 8454 8971 3853
187,1443 3848 2870 6632 2612 5976 998 7889 3388 3382 8949 2656 4831 2766 704 987 1338 8270 6090 3884,1443 3848 2870 6632 2612 5976 998 7889 3388 3382 8949 2656 4831 2766 704 987 1338 8270 6090 3884
188,3381 8126 101 7692 2210 6124 7915 2656 7865 7711 6132 6318 831 1376 3210 6440 6339 3590 8427 45,3381 8126 101 7692 2210 6124 7915 2656 7865 7711 6132 6318 831 1376 3210 6440 6339 3590 8427 45
189,3660 8245 7586 1708 1751 2681 1890 3076 8997 4908 8972 1477 8859 4524 2302 5301 129 2916 5665 3660,3660 8245 7586 1708 1751 2681 1890 3076 8997 4908 8972 1477 8859 4524 2302 5301 129 2916 5665 3660
190,5908 3987 6584 4484 9207 8082 2345 9108 1572 7003 808 829 2569 3825 8607 2812 2409 6241 9485 6707,5908 3987 6584 4484 9207 8082 2345 9108 1572 7003 808 829 2569 3825 8607 2812 2409 6241 9485 6707
191,9773 3319 1698 7199 9292 2726 4221 2662 1391 8623 8854 1684 2565 7158 1550 385 7184 4377 7791 1614,9773 3319 1698 7199 9292 2726 4221 2662 1391 8623 8854 1684 2565 7158 1550 385 7184 4377 7791 1614
192,7306 1714 262 1362 4094 5850 8828 9736 6181 2305 526 791 3289 7235 549 2131 8761 1944 2452 1602,7306 1714 262 1362 4094 5850 8828 9736 6181 2305 526 791 3289 7235 549 2131 8761 1944 2452 1602
193,7637 3184 8391 5363 727 1258 5585 4379 1807 8520 2001 1907 4114 7164 9610 8974 6103 4252 9319 219,7637 3184 8391 5363 727 1258 5585 4379 1807 8520 2001 1907 4114 7164 9610 8974 6103 4252 9319 219
194,1081 752 4532 8485 2484 4302 1101 9694 8625 5684 1895 8658 3851 7939 3463 5978 9350 375 9376 8261,1081 752 4532 8485 2484 4302 1101 9694 8625 5684 1895 8658 3851 7939 3463 5978 9350 375 9376 8261
195,1911 606 5705 6844 3278 6151 5504 7960 818 696 3341 8531 7304 4421 3300 3325 7082 8709 3996 4823,1911 606 5705 6844 3278 6151 5504 7960 818 696 3341 8531 7304 4421 3300 3325 7082 8709 3996 4823
196,6117 5504 3765 1057 6643 9988 8560 6337 6742 3842 2110 7817 5404 5791 9055 9904 7123 936 9374 2587,6117 5504 3765 1057 6643 9988 8560 6337 6742 3842 2110 7817 5404 5791 9055 9904 7123 936 9374 2587
197,5484 601 3637 4543 3899 5325 1370 4391 8187 4485 3003 576 7436 6120 593 8387 4889 3427 6773 3960,5484 601 3637 4543 3899 5325 1370 4391 8187 4485 3003 576 7436 6120 593 8387 4889 3427 6773 3960
198,8778 3082 113 7285 9983 6203 1934 6147 3233 2087 3663 7659 5776 3689 8319 8971 3645 3632 6334 2528,8778 3082 113 7285 9983 6203 1934 6147 3233 2087 3663 7659 5776 3689 8319 8971 3645 3632 6334 2528
199,2601 3700 567 6019 3384 8516 7681 5137 6980 1161 9736 937 5187 9942 1316 3255 1403 998 2891 9257,2601 3700 567 6019 3384 8516 7681 5137 6980 1161 9736 937 5187 9942 1316 3255 1403 998 2891 9257
200,3230 9073 2234 131 5368 8235 523 9125 3488 2224 8010 1324 1941 836 8318 6018 9809 1673 5092 9590 8128 1962 5055 2679 14 6887 8717 2643 5251 874 3888 1091 8345 6223 2559 4306 5321 8208 7349 8168 4225 6219 4210 682 6083 5374 645 1876 7302 1608,3230 9073 2234 131 5368 8235 523 9125 3488 2224 8010 1324 1941 836 8318 6018 9809 1673 5092 9590 8128 1962 5055 2679 14 6887 8717 2643 5251 874 3888 1091 8345 6223 2559 4306 5321 8208 7349 8168 4225 6219 4210 682 6083 5374 645 1876 7302 1608
201,8993 5506 6189 2927 445 1052 5954 6209 6477 6387 3694 2115 7972 4941 2569 7377 9700 4766 7920 5503 7976 4138 5451 8152 9637 718 4386 7506 5816 4785 4174 8120 7132 3220 7839 7332 8692 2648 5428 3885 262 6582 8152 3050 1926 3928 8414 6531 5936 5335,8993 5506 6189 2927 445 1052 5954 6209 6477 6387 3694 2115 7972 4941 2569 7377 9700 4766 7920 5503 7976 4138 5451 8152 9637 718 4386 7506 5816 4785 4174 8120 7132 3220 7839 7332 8692 2648 5428 3885 262 6582 8152 3050 1926 3928 8414 6531 5936 5335
202,4890 133 5488 5171 9058 8144 4092 3649 3718 1879 3624 3931 3766 4165 7957 9424 3956 3301 4085 7583 7774 6292 9886 402 6324 5197 1320 9801 6013 6706 4342 3767 8487 8634 2757 2738 4257 7397 4519 7325 3769 2354 7594 3566 449 118 9734 438 2985 4465,4890 133 5488 5171 9058 8144 4092 3649 3718 1879 3624 3931 3766 4165 7957 9424 3956 3301 4085 7583 7774 6292 9886 402 6324 5197 1320 9801 6013 6706 4342 3767 8487 8634 2757 2738 4257 7397 4519 7325 3769 2354 7594 3566 449 118 9734 438 2985 4465
203,9743 2614 3685 108 1066 968 5174 6057 7638 427 1794 9711 8901 5056 8230 8794 4230 5910 11 6267 8669 7084 2413 154 1975 3097 2179 1063 4363 9483 8850 7298 5412 7620 2157 4238 3663 911 4415 6196 6987 514 2246 1087 3952 2817 8254 8645 8691 424,9743 2614 3685 108 1066 968 5174 6057 7638 427 1794 9711 8901 5056 8230 8794 4230 5910 11 6267 8669 7084 2413 154 1975 3097 2179 1063 4363 9483 8850 7298 5412 7620 2157 4238 3663 911 4415 6196 6987 514 2246 1087 3952 2817 8254 8645 8691 424
204,4067 1360 6050 3492 8862 2823 6600 4498 9849 9168 1521 171 9550 688 4551 7448 9476 6597 8004 4325 4377 949 133 8776 2061 2816 8665 9131 2416 3173 2667 3117 9915 727 9032 6677 3971 8580 2664 9061 5150 3497 2330 5033 9410 2685 888 6778 3439 382,4067 1360 6050 3492 8862 2823 6600 4498 9849 9168 1521 171 9550 688 4551 7448 9476 6597 8004 4325 4377 949 133 8776 2061 2816 8665 9131 2416 3173 2667 3117 9915 727 9032 6677 3971 8580 2664 9061 5150 3497 2330 5033 9410 2685 888 6778 3439 382
205,6655 4392 1259 4790 1777 8760 3190 2264 5303 80 5042 4999 8128 8054 1719 2766 7495 1261 9766 5047 5844 7965 7360 1516 6040 2610 1801 8771 4575 1974 1048 5347 2602 3628 3288 4689 4234 8612 636 8306 7750 5225 5251 9083 8336 6467 5122 9202 6537 4809,6655 4392 1259 4790 1777 8760 3190 2264 5303 80 5042 4999 8128 8054 1719 2766 7495 1261 9766 5047 5844 7965 7360 1516 6040 2610 1801 8771 4575 1974 1048 5347 2602 3628 3288 4689 4234 8612 636 8306 7750 5225 5251 9083 8336 6467 5122 9202 6537 4809
206,6807 2509 2775 2275 4666 552 7234 9840 1146 1698 245 8289 9694 429 8068 8547 4972 2998 1775 4000 929 4883 1680 1750 1795 1192 9576 9721 8007 2952 1491 9336 4890 2321 9260 110 5142 821 7351 666 7958 4845 5611 3035 1861 7389 6621 2144 4857 7652,6807 2509 2775 2275 4666 552 7234 9840 1146 1698 245 8289 9694 429 8068 8547 4972 2998 1775 4000 929 4883 1680 1750 1795 1192 9576 9721 8007 2952 1491 9336 4890 2321 9260 110 5142 821 7351 666 7958 4845 5611 3035 1861 7389 6621 2144 4857 7652
207,3686 109 1046 313 1829 6897 9605 6652 1675 9128 9085 9506 1229 4756 4252 8372 4048 3722 8875 1556 9727 8876 5174 1684 5653 5948 418 1579 9692 4399 8018 4616 1987 2726 1043 1703 6423 4943 3488 4261 3651 8614 2311 7299 563 9785 633 535 8099 6924,3686 109 1046 313 1829 6897 9605 6652 1675 9128 9085 9506 1229 4756 4252 8372 4048 3722 8875 1556 9727 8876 5174 1684 5653 5948 418 1579 9692 4399 8018 4616 1987 2726 1043 1703 6423 4943 3488 4261 3651 8614 2311 7299 563 9785 633 535 8099 6924
208,9054 270 5481 6782 4443 6147 2652 5699 1568 7605 9207 2277 2430 6957 2046 5447 6584 9887 2957 3659 8290 4735 6528 27 860 5639 2326 2775 3773 75 8440 1849 5840 4989 2563 9101 9923 7683 4103 3246 3745 4298 6427 614 4495 6376 9666 1753 7673 7010,9054 270 5481 6782 4443 6147 2652 5699 1568 7605 9207 2277 2430 6957 2046 5447 6584 9887 2957 3659 8290 4735 6528 27 860 5639 2326 2775 3773 75 8440 1849 5840 4989 2563 9101 9923 7683 4103 3246 3745 4298 6427 614 4495 6376 9666 1753 7673 7010
209,9096 8366 1436 6356 8350 8116 4434 578 4632 1578 4654 230 330 8650 3059 431 290 6825 2892 6486 8011 4327 5595 8870 8704 1368 397 7320 9516 1039 5555 6932 1938 6778 2394 9858 2219 7382 5786 7418 5382 2167 9399 6227 7886 1388 4331 1013 5043 4328,9096 8366 1436 6356 8350 8116 4434 578 4632 1578 4654 230 330 8650 3059 431 290 6825 2892 6486 8011 4327 5595 8870 8704 1368 397 7320 9516 1039 5555 6932 1938 6778 2394 9858 2219 7382 5786 7418 5382 2167 9399 6227 7886 1388 4331 1013 5043 4328
210,9390 9190 7671 4479 344 4259 3842 1130 4381 3707 1580 1755 8868 9863 2327 6834 2679 3180 5965 2219 7800 1625 6781 4107 6722 1192 4517 2311 4311 2579 9106 4720 7333 8709 7748 4102 5914 9456 4752 5168 8353 7626 5209 3618 2743 9798 7713 3253 5093 10,9390 9190 7671 4479 344 4259 3842 1130 4381 3707 1580 1755 8868 9863 2327 6834 2679 3180 5965 2219 7800 1625 6781 4107 6722 1192 4517 2311 4311 2579 9106 4720 7333 8709 7748 4102 5914 9456 4752 5168 8353 7626 5209 3618 2743 9798 7713 3253 5093 10
211,8132 871 3157 1940 3622 4019 3298 1179 7461 3404 6075 1552 8908 1511 5987 3247 1555 4485 1446 1657 8677 7076 4846 9190 5015 6520 5061 4287 7833 8027 8726 1662 4277 9363 4799 5650 9992 4314 787 9495 542 414 273 5852 8653 1900 6 8812 2247 7265,8132 871 3157 1940 3622 4019 3298 1179 7461 3404 6075 1552 8908 1511 5987 3247 1555 4485 1446 1657 8677 7076 4846 9190 5015 6520 5061 4287 7833 8027 8726 1662 4277 9363 4799 5650 9992 4314 787 9495 542 414 273 5852 8653 1900 6 8812 2247 7265
212,5302 4034 8517 8632 2391 5512 3671 6659 3725 3892 921 6496 5787 3679 9849 6046 9203 2069 8700 3473 7330 467 844 2014 2519 9968 1513 9629 4720 6730 1746 3285 8178 6862 6312 6814 4226 1135 4311 5986 9811 8799 3603 8908 5396 2255 8124 3445 165 5515,5302 4034 8517 8632 2391 5512 3671 6659 3725 3892 921 6496 5787 3679 9849 6046 9203 2069 8700 3473 7330 467 844 2014 2519 9968 1513 9629 4720 6730 1746 3285 8178 6862 6312 6814 4226 1135 4311 5986 9811 8799 3603 8908 5396 2255 8124 3445 165 5515
213,8390 9966 512 2063 7315 52 7415 3098 8404 2752 2072 1135 1929 4511 8306 3868 5465 1197 3074 5840 1884 608 8935 4636 6655 797 8610 8511 8180 9339 7983 528 1493 1678 4465 2737 6586 4446 2030 8457 6701 62 7789 9750 1678 3293 4135 4381 7371 7711,8390 9966 512 2063 7315 52 7415 3098 8404 2752 2072 1135 1929 4511 8306 3868 5465 1197 3074 5840 1884 608 8935 4636 6655 797 8610 8511 8180 9339 7983 528 1493 1678 4465 2737 6586 4446 2030 8457 6701 62 7789 9750 1678 3293 4135 4381 7371 7711
214,7883 3338 2088 8075 6366 6334 8272 1189 7121 749 5137 6797 5653 7092 6631 1713 6704 8890 7273 2718 2757 8281 606 318 5448 3936 737 6266 4445 6793 7621 9072 9518 3372 7069 4265 9668 5836 4872 4799 8560 3106 140 3046 5070 8228 4723 5337 9233 8876,7883 3338 2088 8075 6366 6334 8272 1189 7121 749 5137 6797 5653 7092 6631 1713 6704 8890 7273 2718 2757 8281 606 318 5448 3936 737 6266 4445 6793 7621 9072 9518 3372 7069 4265 9668 5836 4872 4799 8560 3106 140 3046 5070 8228 4723 5337 9233 8876
215,4449 463 1975 373 2039 90 4743 3995 6497 2134 6770 577 7795 5629 5933 7103 3914 6453 1402 9559 9066 1980 6912 4132 4817 170 5990 2828 6497 2471 2241 6693 8792 7702 1018 9814 4504 2940 1634 3184 8509 1939 802 2593 1799 5790 9951 5745 3053 5133,4449 463 1975 373 2039 90 4743 3995 6497 2134 6770 577 7795 5629 5933 7103 3914 6453 1402 9559 9066 1980 6912 4132 4817 170 5990 2828 6497 2471 2241 6693 8792 7702 1018 9814 4504 2940 1634 3184 8509 1939 802 2593 1799 5790 9951 5745 3053 5133
216,1074 2205 7077 6077 1446 1827 2813 3066 6052 6686 2281 4852 5463 5447 1955 8746 3009 1745 5730 2456 1105 8534 8513 5225 9163 9869 186 8455 7561 539 4893 5404 651 7679 3100 6795 5321 1109 1822 7039 6412 7019 6194 1115 4681 497 9800 6678 6243 2974,1074 2205 7077 6077 1446 1827 2813 3066 6052 6686 2281 4852 5463 5447 1955 8746 3009 1745 5730 2456 1105 8534 8513 5225 9163 9869 186 8455 7561 539 4893 5404 651 7679 3100 6795 5321 1109 1822 7039 6412 7019 6194 1115 4681 497 9800 6678 6243 2974
217,1611 1064 4535 4586 8764 7972 2801 2250 9316 1952 2661 9136 7417 6723 5138 2435 1186 6628 8368 8792 4723 6101 6572 3673 7788 3646 182 6253 7868 1979 7903 6899 4715 7280 1246 7493 9802 4149 7704 1637 6855 998 6181 5814 1919 2905 1756 5303 316 8114,1611 1064 4535 4586 8764 7972 2801 2250 9316 1952 2661 9136 7417 6723 5138 2435 1186 6628 8368 8792 4723 6101 6572 3673 7788 3646 182 6253 7868 1979 7903 6899 4715 7280 1246 7493 9802 4149 7704 1637 6855 998 6181 5814 1919 2905 1756 5303 316 8114
218,6808 7329 1697 1599 4058 8900 4280 2830 6923 9407 8570 8473 7439 6572 9055 6971 1684 9592 9254 58 5874 1304 4767 8322 4342 9455 7559 3291 9170 5192 3353 3034 5009 9354 7567 2689 8863 177 976 576 7414 5209 5825 4387 3164 501 8297 5428 5011 942,6808 7329 1697 1599 4058 8900 4280 2830 6923 9407 8570 8473 7439 6572 9055 6971 1684 9592 9254 58 5874 1304 4767 8322 4342 9455 7559 3291 9170 5192 3353 3034 5009 9354 7567 2689 8863 177 976 576 7414 5209 5825 4387 3164 501 8297 5428 5011 942
219,4735 2315 9676 3382 3850 7452 9125 1850 730 7524 9107 4848 8126 5955 8285 6332 7860 444 4650 992 7363 8786 376 5988 515 7645 2285 4398 4394 8 1487 4711 960 6950 9565 581 9451 5632 104 9923 9801 9363 3573 8640 1470 5288 3419 7441 3423 7418,4735 2315 9676 3382 3850 7452 9125 1850 730 7524 9107 4848 8126 5955 8285 6332 7860 444 4650 992 7363 8786 376 5988 515 7645 2285 4398 4394 8 1487 4711 960 6950 9565 581 9451 5632 104 9923 9801 9363 3573 8640 1470 5288 3419 7441 3423 7418
220,5564 161 1102 7334 319 8066 4303 5969 3159 6307 2958 273 3262 806 3641 188 5733 1515 4145 955 6540 9953 5776 9829 6440 6966 3488 7768 137 2652 3246 6944 4735 2892 9942 9896 92 5100 8268 4761 506 4590 2467 3100 4268 9756 1946 6874 6052 2739,5564 161 1102 7334 319 8066 4303 5969 3159 6307 2958 273 3262 806 3641 188 5733 1515 4145 955 6540 9953 5776 9829 6440 6966 3488 7768 137 2652 3246 6944 4735 2892 9942 9896 92 5100 8268 4761 506 4590 2467 3100 4268 9756 1946 6874 6052 2739
221,9044 434 2560 7746 6687 2579 4642 8883 9547 4934 704 4878 416 7072 3656 5558 8703 8033 1595 523 7146 6317 8256 8191 3535 738 3732 6330 4729 2928 6394 4332 3496 4914 3231 8308 5835 6755 8590 21 1640 3378 949 5441 8087 3123 3253 6300 5091 680,9044 434 2560 7746 6687 2579 4642 8883 9547 4934 704 4878 416 7072 3656 5558 8703 8033 1595 523 7146 6317 8256 8191 3535 738 3732 6330 4729 2928 6394 4332 3496 4914 3231 8308 5835 6755 8590 21 1640 3378 949 5441 8087 3123 3253 6300 5091 680
222,7620 8938 1758 4298 1388 799 6407 4144 4759 7370 7047 8376 1242 3285 50 8537 649 3998 2718 1014 8364 7383 8899 9418 6518 5753 777 8593 4884 6819 6301 6226 4513 3051 5381 5254 3533 4032 4474 1435 5524 7833 5023 7806 6960 4508 296 5288 5182 2160,7620 8938 1758 4298 1388 799 6407 4144 4759 7370 7047 8376 1242 3285 50 8537 649 3998 2718 1014 8364 7383 8899 9418 6518 5753 777 8593 4884 6819 6301 6226 4513 3051 5381 5254 3533 4032 4474 1435 5524 7833 5023 7806 6960 4508 296 5288 5182 2160
223,9726 7551 4551 7680 9571 4606 5841 3695 4803 8133 5756 8788 4944 1259 7036 8082 499 4823 8740 7862 8286 7085 2728 5958 2071 5671 811 5016 3579 9520 3726 9977 3573 7708 4019 4460 9230 8412 3879 5752 5332 2275 7669 6222 5025 2281 1828 7328 1857 6325,9726 7551 4551 7680 9571 4606 5841 3695 4803 8133 5756 8788 4944 1259 7036 8082 499 4823 8740 7862 8286 7085 2728 5958 2071 5671 811 5016 3579 9520 3726 9977 3573 7708 4019 4460 9230 8412 3879 5752 5332 2275 7669 6222 5025 2281 1828 7328 1857 6325
224,4882 3934 9809 3249 6241 1120 7611 7946 2883 9227 5556 9000 2340 3764 8526 4388 5489 5276 3264 4439 2017 1534 4433 9474 3965 4119 9512 866 9172 1925 1510 885 6890 9558 3134 6708 593 7431 1870 6124 9790 3310 6724 9412 1090 252 2902 8986 8327 1473,4882 3934 9809 3249 6241 1120 7611 7946 2883 9227 5556 9000 2340 3764 8526 4388 5489 5276 3264 4439 2017 1534 4433 9474 3965 4119 9512 866 9172 1925 1510 885 6890 9558 3134 6708 593 7431 1870 6124 9790 3310 6724 9412 1090 252 2902 8986 8327 1473
225,5115 9537 4414 9673 7228 1496 8224 6769 8801 7438 8622 9147 657 179 7520 6255 2305 8408 7308 472 4789 654 6030 8040 9671 5142 885 2450 6336 1033 197 5111 8347 2930 2891 7898 3068 9656 2776 9106 8384 1584 8760 2470 4105 6132 7232 5807 5622 2323,5115 9537 4414 9673 7228 1496 8224 6769 8801 7438 8622 9147 657 179 7520 6255 2305 8408 7308 472 4789 654 6030 8040 9671 5142 885 2450 6336 1033 197 5111 8347 2930 2891 7898 3068 9656 2776 9106 8384 1584 8760 2470 4105 6132 7232 5807 5622 2323
226,8134 4582 1973 1315 3805 3413 6776 2005 2873 5234 1379 1359 8043 7616 5095 9548 9368 5359 3245 582 9853 4421 3536 7420 9166 6692 9382 918 3514 6954 9230 7768 166 9162 8315 9090 2274 8038 7090 3663 8313 4110 1274 7110 8303 7529 4747 7738 473 8705,8134 4582 1973 1315 3805 3413 6776 2005 2873 5234 1379 1359 8043 7616 5095 9548 9368 5359 3245 582 9853 4421 3536 7420 9166 6692 9382 918 3514 6954 9230 7768 166 9162 8315 9090 2274 8038 7090 3663 8313 4110 1274 7110 8303 7529 4747 7738 473 8705
227,7194 9282 6611 7585 7938 6682 1957 9889 5858 6582 5331 8867 8151 805 5521 620 7914 4410 6825 2117 1156 8405 2481 5501 6134 3831 1649 586 1287 2028 2140 3946 1504 6020 6565 5453 8113 5908 8404 404 6743 2848 8169 8182 4615 8061 5261 7526 2447 1585,7194 9282 6611 7585 7938 6682 1957 9889 5858 6582 5331 8867 8151 805 5521 620 7914 4410 6825 2117 1156 8405 2481 5501 6134 3831 1649 586 1287 2028 2140 3946 1504 6020 6565 5453 8113 5908 8404 404 6743 2848 8169 8182 4615 8061 5261 7526 2447 1585
228,5995 5074 5463 7342 5449 9557 5235 9112 478 839 1822 9803 9600 9019 994 7927 7916 816 5790 4958 1282 7318 9708 1177 2395 3205 9281 851 8480 7704 9315 270 323 1533 6685 3786 4353 6289 6149 7718 4840 8114 2658 3136 9669 6016 4257 4155 5250 106,5995 5074 5463 7342 5449 9557 5235 9112 478 839 1822 9803 9600 9019 994 7927 7916 816 5790 4958 1282 7318 9708 1177 2395 3205 9281 851 8480 7704 9315 270 323 1533 6685 3786 4353 6289 6149 7718 4840 8114 2658 3136 9669 6016 4257 4155 5250 106
229,3880 9485 1746 2530 931 4054 7279 2128 1477 1474 3596 7999 2889 238 6872 1404 6212 5719 892 8340 1890 9989 3381 667 4808 5477 7365 2164 5292 4963 7614 4337 7038 4738 5804 9789 7926 4930 6538 5498 7648 1709 7202 8252 9982 570 7920 3249 7194 5264,3880 9485 1746 2530 931 4054 7279 2128 1477 1474 3596 7999 2889 238 6872 1404 6212 5719 892 8340 1890 9989 3381 667 4808 5477 7365 2164 5292 4963 7614 4337 7038 4738 5804 9789 7926 4930 6538 5498 7648 1709 7202 8252 9982 570 7920 3249 7194 5264
230,4818 4210 6220 611 1383 9581 2441 9408 8150 1706 9074 6785 4359 8829 1379 8518 861 6809 202 4269 5151 3626 3973 2701 9670 6683 3009 1716 8158 9718 8221 4272 4237 5739 3848 1916 1063 9508 2803 8769 3830 4951 5628 6625 888 1103 3636 5340 1532 51,4818 4210 6220 611 1383 9581 2441 9408 8150 1706 9074 6785 4359 8829 1379 8518 861 6809 202 4269 5151 3626 3973 2701 9670 6683 3009 1716 8158 9718 8221 4272 4237 5739 3848 1916 1063 9508 2803 8769 3830 4951 5628 6625 888 1103 3636 5340 1532 51
